|Unnamed: 0|id|fecha|anio|mes|dia|rol|victima|sexo|edad|fecha_deceso|edad_rango|dia_semana|acusado|hora_rango|x|y|lugar|direc_norm|comuna
410|410|2018-0120|2018-11-09|2018|11|9|PEATON|PEATON|FEMENINO|51.0|2018-11-20 00:00:00|5|Friday|AUTO|13|-58.48250732|-34.57208238|Monroe y Alvarez Thomas Av.|MONROE y ALVAREZ THOMAS AV.|12
411|411|2018-0121|2018-11-09|2018|11|9|PEATON|PEATON|FEMENINO|72.0|2018-11-09 00:00:00|6|Friday|PASAJEROS|16|-58.49945705|-34.6374328|Rivadavia Av. y Manzoni|RIVADAVIA AV. y MANZONI|10
412|412|2018-0122|2018-11-12|2018|11|12|CONDUCTOR|AUTO|MASCULINO|33.0|2018-11-12 00:00:00|5|Monday|AUTO|1|-58.47743966|-34.67233407|AU Dellepiane Luis Tte. Gral. y Larrazabal|AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL|8
413|413|2018-0123|2018-11-12|2018|11|12|CONDUCTOR|AUTO|MASCULINO|25.0|2018-11-12 00:00:00|4|Monday|SD|3|-58.5025179|-34.67450313|Paz, Gral. Av. y Peron, Eva Av.|PAZ, GRAL. AV. y PERON, EVA AV.|9
414|414|2018-0124|2018-11-15|2018|11|15|CONDUCTOR|CARGAS|MASCULINO|44.0|2018-11-15 00:00:00|5|Thursday|CARGAS|19|-58.52144411|-34.63682499|AU Perito Moreno y Reservistas Argentinos|AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS|9
415|415|2018-0125|2018-11-16|2018|11|16|PEATON|PEATON|MASCULINO|29.0|2018-11-17 00:00:00|4|Friday|PASAJEROS|21|-58.41650465|-34.65084045|Saenz Av. y Ventana|SAENZ AV. y VENTANA|4
416|416|2018-0126|2018-11-18|2018|11|18|CONDUCTOR|MOTO|MASCULINO|27.0|2018-11-23 00:00:00|4|Sunday|AUTO|12|-58.52994219|-34.64055918|Avda. General Paz y Cnel. Ramón Falcón|PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.|9
417|417|2018-0127|2018-11-19|2018|11|19|CONDUCTOR|MOTO|MASCULINO|29.0|2018-11-19 00:00:00|4|Monday|MOTO|9|-58.50993046|-34.56919739|Av. Gral. Paz y Av. de los Constituyentes|PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.|12
418|418|2018-0128|2018-11-25|2018|11|25|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO|49.0|2018-11-25 00:00:00|5|Sunday|PASAJEROS|4|-58.52844623|-34.64592873|Paz, Gral. Av. 11200|PAZ, GRAL. AV. 11200|9
419|419|2018-0128|2018-11-25|2018|11|25|PASAJERO_ACOMPAÑANTE|AUTO|FEMENINO|39.0|2018-11-25 00:00:00|5|Sunday|PASAJEROS|4|-58.52844623|-34.64592873|Paz, Gral. Av. 11200|PAZ, GRAL. AV. 11200|9
420|420|2018-0129|2018-11-28|2018|11|28|CONDUCTOR|MOTO|MASCULINO|37.0|2018-11-30 00:00:00|5|Wednesday|PASAJEROS|4|-58.45021367|-34.58695347|Newbery, Jorge Av. y Guevara|NEWBERY, JORGE AV. y GUEVARA|15
421|421|2018-0130|2018-12-03|2018|12|3|CONDUCTOR|MOTO|MASCULINO||2018-12-03 00:00:00|6|Monday|PASAJEROS|3|-58.49022072|-34.62770192|Gaona Av. y Segurola Av.|GAONA AV. y SEGUROLA AV.|10
422|422|2018-0131|2018-12-07|2018|12|7|CONDUCTOR|MOTO|MASCULINO|29.0|2018-12-07 00:00:00|4|Friday|CARGAS|19|-58.36860866|-34.60106568|Madero, Eduardo Av. 550|MADERO, EDUARDO AV. 550|1
423|423|2018-0132|2018-12-12|2018|12|12|PEATON|PEATON|MASCULINO|70.0|2018-12-12 00:00:00|6|Wednesday|CARGAS|8|-58.39490504|-34.57241534|AU Arturo Illia y Castillo, Ramon S.|AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.|2
424|424|2018-0133|2018-12-12|2018|12|12|PEATON|PEATON|FEMENINO|60.0|2018-12-12 00:00:00|6|Wednesday|CARGAS|14|-58.46963952|-34.63070603|Nazca Av. y Rivadavia Av.|NAZCA AV. y RIVADAVIA AV.|7
425|425|2018-0134|2018-12-12|2018|12|12|PEATON|PEATON|MASCULINO|56.0|2018-12-13 00:00:00|5|Wednesday|MOTO|21|-58.42349365|-34.64019887|La Plata Av. y Caseros Av.|LA PLATA AV. y CASEROS AV.|7
426|426|2018-0135|2018-12-18|2018|12|18|PEATON|PEATON|MASCULINO|80.0|2018-12-22 00:00:00|6|Tuesday|PASAJEROS|14|-58.37471802|-34.61265002|Belgrano Av. y Peru|BELGRANO AV. y PERU|1
427|427|2018-0136|2018-12-18|2018|12|18|PEATON|PEATON|FEMENINO|70.0|2018-12-18 00:00:00|6|Tuesday|PASAJEROS|15|-58.46438789|-34.62913916|Rivadavia Av. 7013|RIVADAVIA AV. 7013|7
428|428|2018-0137|2018-12-18|2018|12|18|PASAJERO_ACOMPAÑANTE|MOTO|MASCULINO|29.0|2018-12-19 00:00:00|4|Tuesday|PASAJEROS|20|-58.38481975|-34.61100424|Adolfo Alsina y Santiago del Estero|ALSINA, ADOLFO y SANTIAGO DEL ESTERO|1
429|429|2018-0138|2018-12-21|2018|12|21|PASAJERO_ACOMPAÑANTE|PASAJEROS|FEMENINO|79.0|2018-12-21 00:00:00|6|Friday|PASAJEROS|9|-58.50751833|-34.62073702|Bermudez 1893|BERMUDEZ 1893|10
430|430|2018-0139|2018-12-22|2018|12|22|PASAJERO_ACOMPAÑANTE|MOTO|MASCULINO|28.0|2018-12-24 00:00:00|4|Saturday|MOTO|6|-58.44682986|-34.63888084|Santander 1974|SANTANDER 1974|7
431|431|2018-0140|2018-12-22|2018|12|22|CONDUCTOR|AUTO|MASCULINO|78.0|2018-12-22 00:00:00|6|Saturday|AUTO|8|-58.3600465|-34.61381341|Julieta Lanteri 1400|LANTERI JULIETA 1400|1
432|432|2018-0141|2018-12-22|2018|12|22|PEATON|PEATON|MASCULINO|75.0|2018-12-24 00:00:00|6|Saturday|MOTO|17|-58.41509546|-34.62085945|Maza y Av. Independencia|MAZA e INDEPENDENCIA AV.|5
433|433|2018-0142|2018-12-25|2018|12|25|PASAJERO_ACOMPAÑANTE|CARGAS|MASCULINO|32.0|2019-01-01 00:00:00|5|Tuesday|PASAJEROS|13|-58.50997604|-34.57251072|PAZ, GRAL. AV. 5172|PAZ, GRAL. AV. 5172|12
434|434|2018-0143|2018-12-29|2018|12|29|CONDUCTOR|MOTO|MASCULINO|22.0|2018-12-29 00:00:00|4|Saturday|AUTO|5|-58.48606475|-34.64047818|Olivera Av. y Alberdi, Juan Bautista Av.|OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.|10
435|435|2019-0001|2019-01-08|2019|1|8|CONDUCTOR|MOTO|MASCULINO|25.0|2019-01-08 00:00:00|4|Tuesday|CARGAS|8|-58.38526125|-34.5780581|CASTILLO, RAMON S., PRES. AV. Y CALLE 12|CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)|2
436|436|2019-0002|2019-01-09|2019|1|9|CONDUCTOR|AUTO|MASCULINO|32.0|2019-01-09 00:00:00|5|Wednesday|CARGAS|4|-58.45463662|-34.65082149|CASTAÑARES AV. Y MORENO, PERITO AV.|CASTAÃ‘ARES AV. y MORENO, PERITO AV.|7
437|437|2019-0003|2019-01-12|2019|1|12|CONDUCTOR|MOTO|MASCULINO|23.0|2019-01-12 00:00:00|4|Saturday|AUTO|8|-58.49121672|-34.59718073|SAN MARTIN AV. Y TERRADA|SAN MARTIN AV. y TERRADA|15
438|438|2019-0004|2019-01-14|2019|1|14|CONDUCTOR|AUTO|MASCULINO|71.0|2019-01-14 00:00:00|6|Monday|PASAJEROS|19|-58.47325712|-34.65284605|PERON, EVA AV. Y MEDINA|PERON, EVA AV. y MEDINA|9
439|439|2019-0005|2019-01-19|2019|1|19|CONDUCTOR|MOTO|MASCULINO|43.0|2019-01-19 00:00:00|5|Saturday|CARGAS|12|-58.52108101|-34.63382309|JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.|JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.|10
440|440|2019-0006|2019-01-23|2019|1|23|PEATON|PEATON|FEMENINO|12.0|2019-01-23 00:00:00|2|Wednesday|AUTO|5|-58.41652702|-34.55509606|OBLIGADO RAFAEL, AV. COSTANERA 4650|OBLIGADO RAFAEL, AV.COSTANERA 4650|14
441|441|2019-0007|2019-01-26|2019|1|26|CONDUCTOR|MOTO|MASCULINO|35.0|2019-01-26 00:00:00|5|Saturday|AUTO|19|-58.42891604|-34.6107166|MITRE, BARTOLOME Y YATAY|MITRE, BARTOLOME y YATAY|5
442|442|2019-0008|2019-01-30|2019|1|30|CONDUCTOR|MOTO|MASCULINO|42.0|2019-01-31 00:00:00|5|Wednesday|MULTIPLE|22|-58.47802293|-34.69156793|PAZ, GRAL. AV. 16080|PAZ, GRAL. AV. 16080|8
443|443|2019-0009|2019-01-31|2019|1|31|CONDUCTOR|MOTO|MASCULINO|34.0|2019-01-31 00:00:00|5|Thursday|AUTO|14|-58.37564821|-34.62200207|CHACABUCO Y SAN JUAN AV.|CHACABUCO y SAN JUAN AV.|1
444|444|2019-0010|2019-02-02|2019|2|2|PEATON|PEATON|MASCULINO||2019-02-02 00:00:00|6|Saturday|AUTO|7|-58.42668489|-34.56961468|DEL LIBERTADOR AV. 4100|DEL LIBERTADOR AV. 4100|14
445|445|2019-0010|2019-02-02|2019|2|2|PEATON|PEATON|MASCULINO|59.0|2019-02-02 00:00:00|5|Saturday|AUTO|7|-58.42668489|-34.56961468|DEL LIBERTADOR AV. 4100|DEL LIBERTADOR AV. 4100|14
446|446|2019-0011|2019-02-10|2019|2|10|PEATON|PEATON|MASCULINO||2019-02-10 00:00:00|6|Sunday|AUTO|1|-58.5183993|-34.66252488|PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.|PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.|9
447|447|2019-0012|2019-02-17|2019|2|17|CONDUCTOR|MOTO|MASCULINO|31.0|2019-02-20 00:00:00|5|Sunday|AUTO|3|-58.48432691|-34.67665828|CASTAÑARES AV. Y GORDILLO, TIMOTEO|CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO|8
448|448|2019-0013|2019-02-20|2019|2|20|PEATON|PEATON|MASCULINO|39.0|2019-03-02 00:00:00|5|Wednesday|AUTO|7|-58.4338383|-34.64457699|SALVIGNY Y MOM|SALVIGNY y MOM|7
449|449|2019-0014|2019-02-20|2019|2|20|CONDUCTOR|MOTO|MASCULINO|69.0|2019-02-20 00:00:00|6|Wednesday|OBJETO FIJO|17|-58.51664939|-34.58657938|LAMARCA, EMILIO 5402|LAMARCA, EMILIO 5402|11
450|450|2019-0015|2019-02-23|2019|2|23|CONDUCTOR|AUTO|MASCULINO|21.0|2019-02-23 00:00:00|4|Saturday|OBJETO FIJO|6|-58.49613012|-34.59703502|SAN MARTIN AV. 5638|SAN MARTIN AV. 5638|11
451|451|2019-0016|2019-02-24|2019|2|24|CONDUCTOR|MOTO|MASCULINO|40.0|2019-02-24 00:00:00|5|Sunday|PASAJEROS|2|-58.38313603|-34.63356284|CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.|CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.|4
452|452|2019-0017|2019-03-03|2019|3|3|CONDUCTOR|AUTO|MASCULINO|22.0|2019-03-07 00:00:00|4|Sunday|PASAJEROS|7|-58.39914719|-34.61632317|MEXICO Y PICHINCHA|MEXICO y PICHINCHA|3
453|453|2019-0018|2019-03-03|2019|3|3|PEATON|PEATON|FEMENINO|29.0|2019-03-03 00:00:00|4|Sunday|AUTO|23|-58.44927253|-34.54048625|CANTILO, INT. Y UDAONDO, GUILLERMO AV.|CANTILO, INT. y UDAONDO, GUILLERMO AV.|13
454|454|2019-0019|2019-03-06|2019|3|6|CONDUCTOR|MOTO|MASCULINO||26/03/2019|6|Wednesday|AUTO|12|-58.45049163|-34.55374003|DEL LIBERTADOR AV. 6326|DEL LIBERTADOR AV. 6326|13
455|455|2019-0020|2019-03-07|2019|3|7|CONDUCTOR|MOTO|MASCULINO|43.0|2019-03-07 00:00:00|5|Thursday|AUTO|21|-58.41288952|-34.63572989|CHICLANA AV. 3444|CHICLANA AV. 3444|5
456|456|2019-0021|2019-03-15|2019|3|15|CONDUCTOR|MOTO|MASCULINO|23.0|2019-03-16 00:00:00|4|Friday|AUTO|22|-58.45743597|-34.62561234|BOYACA AV. Y YERBAL|BOYACA AV. y YERBAL|7
457|457|2019-0022|2019-03-15|2019|3|15|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO||2019-03-15 00:00:00|6|Friday|SD|0|-58.39123782|-34.62352245|ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX)|ENTRE RIOS AV. 1260|1
458|458|2019-0023|2019-03-16|2019|3|16|CONDUCTOR|AUTO|MASCULINO|34.0|2019-03-16 00:00:00|5|Saturday|OBJETO FIJO|8|-58.52922765|-34.63637963|PAZ, GRAL. AV. Y JACQUES, AMADEO|PAZ, GRAL. AV. y JACQUES, AMADEO|9
459|459|2019-0024|2019-03-19|2019|3|19|CONDUCTOR|MOTO|MASCULINO|32.0|2019-03-19 00:00:00|5|Tuesday|CARGAS|7|-58.37208118|-34.58541957|ANTARTIDA ARGENTINA AV. 1325|ANTARTIDA ARGENTINA AV. 1325|1
460|460|2019-0025|2019-03-22|2019|3|22|PEATON|PEATON|MASCULINO|27.0|2019-04-04 00:00:00|4|Friday|AUTO|13|-58.41458534|-34.60937557|MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE|MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE|5
461|461|2019-0026|2019-03-28|2019|3|28|PEATON|PEATON|MASCULINO||2019-03-28 00:00:00|6|Thursday|PASAJEROS|7|-58.47976785|-34.69153196|FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL|FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.|8
462|462|2019-0027|2019-03-28|2019|3|28|CICLISTA|BICICLETA|MASCULINO|37.0|2019-03-28 00:00:00|5|Thursday|MULTIPLE|11|-58.39990285|-34.59511714|SANTA FE AV. Y AZCUENAGA|SANTA FE AV. y AZCUENAGA|2
463|463|2019-0028|2019-04-06|2019|4|6|PEATON|PEATON|FEMENINO||2019-04-06 00:00:00|6|Saturday|PASAJEROS|9|-58.46051346|-34.60588536|JUSTO, JUAN B. AV. y OROÑO, NICASIO|JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO|11
464|464|2019-0029|2019-04-07|2019|4|7|CONDUCTOR|MOTO|MASCULINO|27.0|2019-04-07 00:00:00|4|Sunday|OBJETO FIJO|10|-58.47976785|-34.69153196|FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.|FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.|8
465|465|2019-0030|2019-04-09|2019|4|9|CONDUCTOR|MOTO|MASCULINO|25.0|2019-04-09 00:00:00|4|Tuesday|CARGAS|16|-58.45457546|-34.62447891|ALVAREZ, DONATO, TTE. GRAL. Y YERBAL|ALVAREZ, DONATO, TTE. GRAL. y YERBAL|7
466|466|2019-0031|2019-04-12|2019|4|12|CICLISTA|BICICLETA|MASCULINO|20.0|2019-04-12 00:00:00|4|Friday|CARGAS|19|-58.36951669|-34.59832047|CORDOBA AV. Y MADERO, EDUARDO AV.|CORDOBA AV. y MADERO, EDUARDO AV.|1
467|467|2019-0032|2019-04-16|2019|4|16|PEATON|PEATON|FEMENINO|83.0|2019-04-18 00:00:00|6|Tuesday|AUTO|11|-58.46415322|-34.6044379|CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.|CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.|11
468|468|2019-0033|2019-04-18|2019|4|18|CONDUCTOR|MOTO|MASCULINO|25.0|2019-04-18 00:00:00|4|Thursday|SD|1|-58.36607137|-34.62150748|AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.|AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.|1
469|469|2019-0034|2019-04-21|2019|4|21|CONDUCTOR|MOTO|MASCULINO||2019-04-21 00:00:00|6|Sunday|OBJETO FIJO|9|-58.45537373|-34.65093074|MORENO, PERITO AV. 3050|MORENO, PERITO AV. 3050|7
470|470|2019-0035|2019-04-23|2019|4|23|PEATON|PEATON|FEMENINO|75.0|2019-04-23 00:00:00|6|Tuesday|BICICLETA|14|-58.37942637|-34.60053054|SUIPACHA 665|SUIPACHA 665|1
471|471|2019-0036|2019-04-26|2019|4|26|CONDUCTOR|MOTO|MASCULINO|34.0|2019-05-02 00:00:00|5|Friday|AUTO|22|-58.4368044|-34.62147504|RIGLOS Y FORMOSA|RIGLOS y FORMOSA|6
472|472|2019-0037|2019-05-01|2019|5|1|CONDUCTOR|MOTO|MASCULINO|17.0|2019-05-01 00:00:00|3|Wednesday|AUTO|23|-58.40778291|-34.61971907|LA RIOJA E INDEPENDENCIA AV.|LA RIOJA e INDEPENDENCIA AV.|3
473|473|2019-0038|2019-05-04|2019|5|4|PEATON|PEATON|FEMENINO|42.0|2019-05-05 00:00:00|5|Saturday|MOTO|14|-58.45212523|-34.54628513|UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.|UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.|13
474|474|2019-0105|2019-05-05|2019|5|5|PEATON|PEATON|FEMENINO|82.0|2019-05-08 00:00:00|6|Sunday|AUTO|11|-58.50512382|-34.61520391|SANTO TOME Y SEGUROLA AV.|SANTO TOME y SEGUROLA AV.|10
475|475|2019-0039|2019-05-09|2019|5|9|CONDUCTOR|MOTO|MASCULINO|28.0|2019-05-09 00:00:00|4|Thursday|AUTO|3|-58.46749188|-34.63551751|SAN PEDRITO AV. Y DIRECTORIO AV.|SAN PEDRITO AV. y DIRECTORIO AV.|7
476|476|2019-0040|2019-05-09|2019|5|9|CONDUCTOR|MOTO|MASCULINO|44.0|2019-05-15 00:00:00|5|Thursday|SD|12|-58.4426358|-34.63679732|PUAN Y SANTANDER|PUAN y SANTANDER|7
477|477|2019-0041|2019-05-11|2019|5|11|PASAJERO_ACOMPAÑANTE|AUTO|FEMENINO|78.0|2019-05-11 00:00:00|6|Saturday|MULTIPLE|20|-58.51140289|-34.65846419|ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA|ALBERDI, JUAN BAUTISTA AV. y ANDALGALA|9
478|478|2019-0042|2019-05-14|2019|5|14|PEATON|PEATON|MASCULINO|39.0|2019-05-14 00:00:00|5|Tuesday|PASAJEROS|15|-58.38211431|-34.62465368|LIMA Y CONSTITUCION|LIMA y CONSTITUCION|1
479|479|2019-0043|2019-05-21|2019|5|21|CICLISTA|BICICLETA|FEMENINO||2019-05-21 00:00:00|6|Tuesday|CARGAS|9|-58.36951669|-34.59832047|CORDOBA AV. Y MADERO, EDUARDO AV.|CORDOBA AV. y MADERO, EDUARDO AV.|1
480|480|2019-0044|2019-05-27|2019|5|27|PEATON|PEATON|FEMENINO|77.0|2019-05-29 00:00:00|6|Monday|MOTO|12|-58.41635217|-34.62036547|BOEDO AV. 650|BOEDO AV. 650|5
481|481|2019-0045|2019-06-03|2019|6|3|CONDUCTOR|MOTO|MASCULINO|33.0|2019-06-03 00:00:00|5|Monday|CARGAS|7|-58.41316147|-34.57579669|DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA|DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA|14
482|482|2019-0046|2019-06-04|2019|6|4|PASAJERO_ACOMPAÑANTE|MOTO|FEMENINO|26.0|2019-06-04 00:00:00|4|Tuesday|AUTO|9|-58.47617802|-34.53825652|GRAL PAZ Y CABILDO|PAZ, GRAL. AV. y CABILDO AV.|13
483|483|2019-0047|2019-06-06|2019|6|6|PEATON|PEATON|MASCULINO|76.0|2019-06-06 00:00:00|6|Thursday|CARGAS|10|-58.38641783|-34.63330028|CASEROS AV. 1700|CASEROS AV. 1700|4
484|484|2019-0048|2019-06-07|2019|6|7|CONDUCTOR|MOTO|MASCULINO|32.0|2019-06-07 00:00:00|5|Friday|CARGAS|7|-58.45322169|-34.62038137|AVELLANEDA AV. 1548|AVELLANEDA AV. 1548|6
485|485|2019-0049|2019-06-08|2019|6|8|PEATON|PEATON|FEMENINO|72.0|2019-06-09 00:00:00|6|Saturday|CARGAS|9|-58.45849057|-34.56166498|CIUDAD DE LA PAZ Y MENDOZA|CIUDAD DE LA PAZ y MENDOZA|13
486|486|2019-0050|2019-06-08|2019|6|8|CONDUCTOR|MOTO|MASCULINO|21.0|2019-06-09 00:00:00|4|Saturday|CARGAS|23|-58.41829559|-34.59411677|SALGUERO, JERONIMO Y HONDURAS AV.|SALGUERO, JERONIMO y HONDURAS AV.|14
487|487|2019-0051|2019-06-11|2019|6|11|CONDUCTOR|MOTO|MASCULINO|41.0|2019-06-11 00:00:00|5|Tuesday|AUTO|10|-58.36376488|-34.63832093|FILIBERTO, JUAN DE DIOS Y OLAVARRIA|FILIBERTO, JUAN DE DIOS y OLAVARRIA|4
488|488|2019-0053|2019-06-14|2019|6|14|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO|49.0|2019-06-14 00:00:00|5|Friday|AUTO|17|-58.46442668|-34.66004784|ASTURIAS AV. Y CASTAÑARES AV.|ASTURIAS AV. y CASTAÃ‘ARES AV.|8
489|489|2019-0054|2019-06-20|2019|6|20|CONDUCTOR|MOTO|MASCULINO|21.0|2019-06-20 00:00:00|4|Thursday|OBJETO FIJO|3|-58.48222035|-34.58428769|GANDARA 2976|GANDARA 2976|15
490|490|2019-0055|2019-06-20|2019|6|20|CONDUCTOR|MOTO|MASCULINO|47.0|2019-06-21 00:00:00|5|Thursday|PASAJEROS|19|-58.36819005|-34.60283208|GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.|GUEVARA, TRINIDAD y MADERO, EDUARDO AV.|1
491|491|2019-0056|2019-06-29|2019|6|29|PEATON|PEATON|FEMENINO|75.0|2019-06-29 00:00:00|6|Saturday|AUTO|17|-58.45877601|-34.62330939|BOYACA AV. 305|BOYACA AV. 305|7
492|492|2019-0057|2019-07-05|2019|7|5|PEATON|PEATON|FEMENINO|63.0|2019-07-08 00:00:00|6|Friday|AUTO|19|-58.44196498|-34.55760517|ARTILLEROS Y LA PAMPA|ARTILLEROS y LA PAMPA|13
493|493|2019-0058|2019-07-10|2019|7|10|CONDUCTOR|MOTO|MASCULINO|39.0|2019-07-10 00:00:00|5|Wednesday|PASAJEROS|9|-58.50622631|-34.63627822|AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN|AUTOPISTA PERITO MORENO e IRIGOYEN|10
494|494|2019-0059|2019-07-13|2019|7|13|CONDUCTOR|MOTO|MASCULINO|30.0|2019-07-13 00:00:00|5|Saturday|PASAJEROS|22|-58.3841088|-34.63099197|15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO|15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO|1
495|495|2019-0060|2019-07-17|2019|7|17|PEATON|PEATON|FEMENINO|78.0|2019-07-17 00:00:00|6|Wednesday|AUTO|11|-58.48100602|-34.63504312|ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.|ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.|10
496|496|2019-0061|2019-07-17|2019|7|17|PEATON|PEATON|FEMENINO|58.0|2019-07-17 00:00:00|5|Wednesday|PASAJEROS|18|-58.45200171|-34.5578132|11 DE SEPTIEMBRE DE 1888 Y MENDOZA|11 DE SEPTIEMBRE DE 1888 y MENDOZA|13
497|497|2019-0062|2019-08-01|2019|8|1|PEATON|PEATON|FEMENINO|60.0|2019-08-02 00:00:00|6|Thursday|PASAJEROS|23|-58.44462132|-34.56201105|PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.|PINO, VIRREY DEL y CAMPOS, LUIS M. AV.|13
498|498|2019-0063|2019-08-04|2019|8|4|PASAJERO_ACOMPAÑANTE|MOTO|MASCULINO||2019-08-04 00:00:00|6|Sunday|PASAJEROS|1|-58.45220688|-34.58711712|FOREST AV. Y MAURE|FOREST AV. y MAURE|15
499|499|2019-0064|2019-08-06|2019|8|6|CONDUCTOR|MOTO|MASCULINO|20.0|2019-08-06 00:00:00|4|Tuesday|AUTO|3|-58.4596221|-34.6224514|BOYACA AV. Y AVELLANEDA AV,|BOYACA AV. y AVELLANEDA AV.|7
500|500|2019-0065|2019-08-08|2019|8|8|PEATON|PEATON|FEMENINO|55.0|2019-08-09 00:00:00|5|Thursday|PASAJEROS|16|-58.4197085|-34.65414867|BARCO CENTENERA DEL Y TILCARA|BARCO CENTENERA DEL y TILCARA|4
501|501|2019-0066|2019-08-11|2019|8|11|PEATON|PEATON|MASCULINO|40.0|2019-08-11 00:00:00|5|Sunday|AUTO|21|-58.44187596|-34.64938031|RIESTRA AV. Y BOLIVAR|RIESTRA AV. y BOLIVAR (NO OFICIAL)|7
502|502|2019-0067|2019-08-14|2019|8|14|CONDUCTOR|MOTO|MASCULINO|35.0|2019-08-14 00:00:00|5|Wednesday|CARGAS|15|-58.49101637|-34.64276621|CASTRO, EMILIO 4706|CASTRO, EMILIO 4706|10
503|503|2019-0068|2019-08-14|2019|8|14|CONDUCTOR|MOTO|MASCULINO|53.0|2019-08-14 00:00:00|5|Wednesday|MOTO|17|-58.42493829|-34.66256502|27 DE FEBRERO AV. 5600|27 DE FEBRERO AV. 5600|8
504|504|2019-0069|2019-08-17|2019|8|17|CONDUCTOR|MOTO|MASCULINO|43.0|2019-08-17 00:00:00|5|Saturday|AUTO|5|-58.40489318|-34.62930162|GARAY, JUAN DE AV. 2874|GARAY, JUAN DE AV. 2874|4
505|505|2019-0070|2019-08-22|2019|8|22|CONDUCTOR|MOTO|MASCULINO|25.0|2019-08-22 00:00:00|4|Thursday|BICICLETA|12|-58.4268668|-34.59217875|SCALABRINI ORTIZ, RAUL AV. y GORRITI|SCALABRINI ORTIZ, RAUL AV. y GORRITI|14
506|506|2019-0071|2019-08-27|2019|8|27|PEATON|PEATON|MASCULINO||2019-08-27 00:00:00|6|Tuesday|CARGAS|11|-58.479611|-34.65620398|PRIMERA JUNTA Y OLIVERA AV.|PRIMERA JUNTA y OLIVERA AV.|9
507|507|2019-0072|2019-08-28|2019|8|28|CONDUCTOR|AUTO|MASCULINO|22.0|2019-09-02 00:00:00|4|Wednesday|AUTO|6|-58.47439934|-34.63524207|ALBERDI, JUAN BAUTISTA AV. Y AZUL|ALBERDI, JUAN BAUTISTA AV. y AZUL|10
508|508|2019-0073|2019-08-29|2019|8|29|CONDUCTOR|AUTO|MASCULINO|29.0|2019-09-06 00:00:00|4|Thursday|OBJETO FIJO|1|-58.46711912|-34.57926018|ALVAREZ THOMAS AV. 1788|ALVAREZ THOMAS AV. 1788|15
509|509|2019-0074|2019-08-29|2019|8|29|CONDUCTOR|MOTO|MASCULINO|35.0|2019-08-29 00:00:00|5|Thursday|CARGAS|9|-58.46514781|-34.53465378|LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.|LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.|13
510|510|2019-0075|2019-08-30|2019|8|30|CONDUCTOR|MOTO|MASCULINO|31.0|2019-08-30 00:00:00|5|Friday|PASAJEROS|23|-58.37571078|-34.65584079|SAN ANTONIO Y LUJAN|SAN ANTONIO y LUJAN|4
